Replenishment Receive Location,Part Number,TOPMOST,Part Name,foo,Strategic Product,Life Cycle,Frequency,foo,丸め,ＲＥＧ,ＲＥＧ        Sub Amount,ADD,ADD              Sub Amount,Price(FOB),Amount,CostCurrency,Transport by Boat(N+1)月出荷,Transport by Air(N+1)月出荷,ADD Boat(N1) 月出荷,ADD Air(N1) 月出荷,AIR金額,同月出荷可能数量,N2月月末時点在庫数,N2月中間時点在庫数,Order Date,Due Date or Available Date,OrderType,MAPE
210_KDA,AA0197,AA0197,Product-197,foo,n,4:Decline,Freq 6/6,foo,4,24,,44,,,,,,,,,,,,,,,,
210_KDA,AA0198,AA0198,Product-198,foo,n,4:Decline,Freq 6/6,foo,6,72,,28,,,,,,,,,,,,,,,,
210_KDA,AA0199,AA0199,Product-199,foo,y,2:Upturn,Freq 6/6,foo,6,132,,1,,,,,,,,,,,,,,,,
210_KDA,AA0200,AA0200,Product-200,foo,y,2:Upturn,Freq 6/6,foo,6,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0201,AA0201,Product-201,foo,y,2:Upturn,Freq 6/6,foo,6,900,,"1,695",,,,,,,,,,,,,,,,
210_KDA,AA0202,AA0202,Product-202,foo,y,2:Upturn,Freq 6/6,foo,6,"1,002",,22,,,,,,,,,,,,,,,,
210_KDA,AA0203,AA0203,Product-203,foo,y,2:Upturn,Freq 6/6,foo,6,18,,717,,,,,,,,,,,,,,,,
210_KDA,AA0204,AA0204,Product-204,foo,y,1:New Product,Freq 6/6,foo,6,96,,17,,,,,,,,,,,,,,,,
210_KDA,AA0205,AA0205,Product-205,foo,y,1:New Product,Freq 6/6,foo,6,210,,5,,,,,,,,,,,,,,,,
210_KDA,AA0206,AA0206,Product-206,foo,y,1:New Product,Freq 6/6,foo,6,"1,626",,61,,,,,,,,,,,,,,,,
210_KDA,AA0207,AA0207,Product-207,foo,y,1:New Product,Freq 6/6,foo,6,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0208,AA0208,Product-208,foo,y,1:New Product,Freq 6/6,foo,4,456,,11,,,,,,,,,,,,,,,,
210_KDA,AA0209,AA0209,Product-209,foo,y,1:New Product,Freq 6/6,foo,4,68,,11,,,,,,,,,,,,,,,,
210_KDA,AA0210,AA0210,Product-210,foo,y,1:New Product,Freq 6/6,foo,4,4,,11,,,,,,,,,,,,,,,,
210_KDA,AA0211,AA0211,Product-211,foo,y,1:New Product,Freq 6/6,foo,4,8,,-1,,,,,,,,,,,,,,,,
210_KDA,AA0212,AA0212,Product-212,foo,y,2:Upturn,Freq 6/6,foo,4,12,,-3,,,,,,,,,,,,,,,,
210_KDA,AA0213,AA0213,Product-213,foo,y,2:Upturn,Freq 6/6,foo,4,8,,-1,,,,,,,,,,,,,,,,
210_KDA,AA0214,AA0214,Product-214,foo,y,2:Upturn,Freq 6/6,foo,4,0,,3,,,,,,,,,,,,,,,,
210_KDA,AA0215,AA0215,Product-215,foo,y,2:Upturn,Freq 6/6,foo,4,16,,11,,,,,,,,,,,,,,,,
210_KDA,AA0216,AA0216,Product-216,foo,y,2:Upturn,Freq 5/6,foo,4,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0217,AA0217,Product-217,foo,y,2:Upturn,Freq 6/6,foo,4,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0218,AA0218,Product-218,foo,y,2:Upturn,Freq 5/6,foo,4,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0219,AA0219,Product-219,foo,y,2:Upturn,Freq 6/6,foo,1,0,,2,,,,,,,,,,,,,,,,
210_KDA,AA0220,AA0220,Product-220,foo,y,2:Upturn,Freq 6/6,foo,1,22,,25,,,,,,,,,,,,,,,,
210_KDA,AA0221,AA0221,Product-221,foo,y,1:New Product,Freq 6/6,foo,1,32,,92,,,,,,,,,,,,,,,,
210_KDA,AA0222,AA0222,Product-222,foo,y,1:New Product,Freq 6/6,foo,4,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0223,AA0223,Product-223,foo,y,1:New Product,Freq 5/6,foo,4,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0224,AA0224,Product-224,foo,y,1:New Product,Freq 5/6,foo,4,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0225,AA0225,Product-225,foo,y,2:Upturn,Freq 6/6,foo,4,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0226,AA0226,Product-226,foo,y,2:Upturn,Freq 6/6,foo,1,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0227,AA0227,Product-227,foo,y,2:Upturn,Freq 6/6,foo,1,187,,139,,,,,,,,,,,,,,,,
210_KDA,AA0228,AA0228,Product-228,foo,n,4:Decline,Freq 6/6,foo,1,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0229,AA0229,Product-229,foo,n,4:Decline,Freq 6/6,foo,48,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0230,AA0230,Product-230,foo,n,4:Decline,Freq 5/6,foo,1,4,,-1,,,,,,,,,,,,,,,,
210_KDA,AA0231,AA0231,Product-231,foo,n,4:Decline,Freq 5/6,foo,1,3,,1,,,,,,,,,,,,,,,,
210_KDA,AA0232,AA0232,Product-232,foo,n,4:Decline,Freq 1/6,foo,1,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0233,AA0233,Product-233,foo,n,4:Decline,Freq 5/6,foo,1,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0234,AA0234,Product-234,foo,n,4:Decline,Freq 3/6,foo,1,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0235,AA0235,Product-235,foo,n,4:Decline,Freq 3/6,foo,1,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0236,AA0236,Product-236,foo,n,4:Decline,Freq 5/6,foo,1,2,,-2,,,,,,,,,,,,,,,,
210_KDA,AA0237,AA0237,Product-237,foo,n,4:Decline,Freq 3/6,foo,1,2,,-2,,,,,,,,,,,,,,,,
210_KDA,AA0238,AA0238,Product-238,foo,n,4:Decline,Freq 6/6,foo,50,1,,35,,,,,,,,,,,,,,,,
210_KDA,AA0239,AA0239,Product-239,foo,n,2:Upturn,Freq 6/6,foo,1,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0240,AA0240,Product-240,foo,n,4:Decline,Freq 6/6,foo,1,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0241,AA0241,Product-241,foo,n,4:Decline,Freq 6/6,foo,42,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0242,AA0242,Product-242,foo,n,4:Decline,Freq 6/6,foo,1,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0243,AA0243,Product-243,foo,n,4:Decline,Freq 6/6,foo,1,39,,-1,,,,,,,,,,,,,,,,
210_KDA,AA0244,AA0244,Product-244,foo,n,4:Decline,Freq 4/6,foo,1,0,,0,,,,,,,,,,,,,,,,
210_KDA,AA0245,AA0245,Product-245,foo,n,4:Decline,Freq 5/6,foo,1,0,,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
